,location,size,total_sqft,bath,price,bhk
6847,Kundalahalli Colony,3 BHK,1800.0,3.0,95.0,3
6848,CV Raman Nagar,2 BHK,1100.0,2.0,58.0,2
6849,R.T. Nagar,2 BHK,1200.0,2.0,60.0,2
6850,Ganga Nagar,3 BHK,1410.0,3.0,65.0,3
6851,Begur Road,3 BHK,1933.0,3.0,98.0,3
6852,Begur Road,2 BHK,1200.0,2.0,45.6,2
6853,Whitefield,3 BHK,1608.0,2.0,63.0,3
6854,Jakkasandra Extension,4 Bedroom,2679.0,5.0,280.0,4
6855,Horamavu Banaswadi,2 BHK,1156.0,2.0,46.9,2
6856,T.C PALYA,2 Bedroom,1230.0,2.0,75.0,2
6857,Kasavanhalli,1 BHK,770.0,1.0,43.82,1
6858,Ardendale,3 BHK,1777.26,3.0,105.0,3
6859,Kanakpura Road,2 BHK,1339.0,2.0,85.0,2
6860,Sarjapur  Road,3 Bedroom,3044.0,3.0,183.0,3
6861,Chennappa Layout,2 BHK,1080.0,2.0,44.8,2
6862,Doddabommasandra,8 Bedroom,3150.0,5.0,145.0,8
6863,Nagadevanahalli,2 Bedroom,2400.0,2.0,135.0,2
6864,Hulimavu,3 BHK,1450.0,3.0,72.0,3
6865,Kothanur,2 BHK,1075.0,2.0,53.0,2
6866,Sarjapur  Road,3 BHK,1163.0,2.0,62.0,3
6867,TC Palaya,2 Bedroom,1200.0,2.0,65.0,2
6868,Kattigenahalli,8 Bedroom,1200.0,8.0,135.0,8
6869,Marathahalli,4 Bedroom,3090.0,4.0,325.0,4
6870,Hebbal,2 BHK,1299.0,2.0,100.0,2
6871,Electronic City,2 BHK,1130.0,2.0,32.63,2
6872,HRBR Layout,2 BHK,1170.0,2.0,75.0,2
6874,Yelahanka,4 BHK,2600.0,4.0,175.0,4
6875,KR Puram,2 BHK,1140.0,2.0,43.32,2
6876,Kanakpura Road,3 BHK,1900.0,3.0,125.0,3
6877,Bommasandra Industrial Area,2 BHK,1090.0,2.0,31.48,2
6878,Electronic City,2 BHK,1110.0,2.0,39.95,2
6879,Nagavarapalya,1 BHK,705.0,1.0,57.0,1
6880,HBR Layout,2 BHK,1089.0,2.0,60.0,2
6881,tc.palya,2 Bedroom,880.0,2.0,48.0,2
6882,Kereguddadahalli,2 BHK,1080.0,2.0,32.0,2
6883,Thanisandra,2 BHK,1093.0,2.0,68.1,2
6884,Banashankari Stage III,3 BHK,1480.0,3.0,75.48,3
6885,Hegde Nagar,3 BHK,1703.0,3.0,125.0,3
6886,Hebbal,2 BHK,1200.0,2.0,60.0,2
6887,Marathahalli,3 BHK,1690.0,3.0,116.0,3
6888,Yelahanka,2 BHK,1305.0,2.0,78.0,2
6889,Talaghattapura,3 BHK,1257.0,2.0,40.22,3
6890,Subash Nagar,2 BHK,1150.0,2.0,45.0,2
6891,Stage-4 Bommanahalli,2 BHK,1194.0,2.0,55.0,2
6892,Chokkahalli,3 Bedroom,2000.0,3.0,90.0,3
6893,Anekal,3 Bedroom,1500.0,4.0,99.0,3
6894,Bellari Road,2 BHK,1025.0,2.0,42.5,2
6895,Horamavu Agara,2 BHK,980.0,2.0,38.19,2
6896,Hosakerehalli,3 Bedroom,1200.0,2.0,100.0,3
6897,Whitefield,3 BHK,2225.0,3.0,149.0,3
6898,Ashirvad Colony,2 BHK,1022.0,2.0,57.0,2
6899,Sidedahalli,4 Bedroom,882.0,3.0,72.0,4
6900,Narayanapura,2 BHK,1153.0,2.0,45.0,2
6901,Pai Layout,2 BHK,1175.0,2.0,60.0,2
6902,Vidyaranyapura,3 BHK,1560.0,3.0,68.0,3
6903,Yelahanka New Town,1 BHK,650.0,1.0,17.0,1
6904,Vishwapriya Nagar,3 Bedroom,600.0,3.0,65.0,3
6905,Billekahalli,2 BHK,1350.0,3.0,55.0,2
6906,Akshya Nagar,2 Bedroom,1200.0,2.0,76.0,2
6907,Telecom Layout,2 BHK,1200.0,1.0,54.0,2
6908,Chandapura,2 BHK,800.0,2.0,25.0,2
6909,Electronic City,4 BHK,2093.0,4.0,104.0,4
6910,Uttarahalli,3 BHK,1320.0,2.0,55.44,3
6911,Bannerghatta Road,2 BHK,1275.0,2.0,73.0,2
6912,Begur Road,2 BHK,1215.0,2.0,43.13,2
6913,Kanakapura,2 BHK,1130.0,2.0,45.2,2
6914,Begur Road,3 BHK,1444.0,2.0,71.5,3
6915,Vikram Nagar,2 BHK,950.0,2.0,38.0,2
6916,Padmanabhanagar,2 BHK,1000.0,1.0,90.0,2
6917,Banashankari Stage II,3 BHK,1240.0,2.0,59.52,3
6918,2nd Stage Nagarbhavi,4 Bedroom,600.0,4.0,125.0,4
6919,Hennur,2 BHK,1231.0,2.0,50.0,2
6920,Benson Town,2 BHK,1300.0,2.0,120.0,2
6921,Yeshwanthpur,3 BHK,1713.0,3.0,110.0,3
6922,Kogilu,2 BHK,1200.0,2.0,53.33,2
6923,Sarjapur  Road,3 Bedroom,3004.0,4.0,158.0,3
6924,Sonnenahalli,3 BHK,1310.0,2.0,46.0,3
6925,Jalahalli,2 BHK,790.0,2.0,49.5,2
6926,Koramangala,3 BHK,1744.0,3.0,200.0,3
6927,Amblipura,3 BHK,1605.0,3.0,100.0,3
6928,Whitefield,2 BHK,1250.0,2.0,82.0,2
6929,Malleshwaram,3 BHK,2476.0,3.0,337.0,3
6930,Subramanyapura,3 BHK,1260.0,2.0,76.0,3
6931,Rajaji Nagar,3 BHK,1615.0,3.0,175.0,3
6932,Yelahanka,2 BHK,1180.0,2.0,56.0,2
6933,Uttarahalli,3 BHK,1255.0,2.0,50.19,3
6934,Electronic City,2 BHK,1025.0,2.0,53.9,2
6935,Sarjapur  Road,3 BHK,1877.0,4.0,150.0,3
6936,Lakshminarayana Pura,3 BHK,1649.0,3.0,150.0,3
6937,5th Block Hbr Layout,9 Bedroom,2600.0,12.0,675.0,9
6938,Hennur,5 Bedroom,2500.0,5.0,125.0,5
6939,Doddakammanahalli,3 BHK,1542.0,3.0,98.0,3
6940,Thigalarapalya,2 BHK,1418.0,2.0,105.0,2
6941,Sarvabhouma Nagar,2 BHK,1012.0,2.0,42.0,2
6942,Chandapura,2 Bedroom,1200.0,2.0,65.0,2
6943,Sarjapur  Road,2 BHK,1115.0,2.0,43.0,2
6944,Green Glen Layout,3 BHK,1680.0,4.0,95.0,3
6945,Old Madras Road,2 BHK,1171.0,2.0,72.0,2
6946,Tumkur Road,2 BHK,1027.0,2.0,68.62,2
6947,Shampura,3 BHK,1700.0,3.0,75.0,3
6948,Kanakapura,2 BHK,1090.0,2.0,38.15,2
6949,Hennur Road,2 BHK,1232.0,2.0,74.0,2
6950,Anekal,2 BHK,766.0,2.0,28.0,2
6951,Banashankari Stage III,5 Bedroom,1200.0,5.0,180.0,5
6952,Kanakpura Road,1 BHK,525.0,1.0,27.0,1
6953,Hosa Road,3 BHK,,3.0,109.0,3
6954,JP Nagar,3 BHK,1452.0,2.0,41.0,3
6955,Choodasandra,3 BHK,1254.0,2.0,65.0,3
6956,MS Pallya,5 Bedroom,3600.0,5.0,110.0,5
6957,Kanakpura Road,3 BHK,1593.0,3.0,118.0,3
6958,ITI Layout,2 BHK,1333.0,2.0,77.27,2
6959,Herohalli,3 Bedroom,1100.0,3.0,110.0,3
6960,Raja Rajeshwari Nagar,3 BHK,1375.0,2.0,54.99,3
6961,Ardendale,3 BHK,1650.0,3.0,82.0,3
6962,Thanisandra,3 BHK,1430.0,2.0,51.48,3
6963,Electronic City,2 BHK,940.0,2.0,54.0,2
6964,Electronic City,1 BHK,435.0,1.0,21.0,1
6965,Begur Road,2 BHK,1160.0,2.0,36.54,2
6966,Electronic City,3 BHK,1500.0,2.0,77.5,3
6967,Koramangala,3 BHK,1890.0,2.0,100.0,3
6968,Doopanahalli,2 BHK,1050.0,2.0,70.0,2
6969,Singasandra,6 Bedroom,1200.0,6.0,220.0,6
6970,Haralur Road,2 BHK,1027.0,2.0,43.0,2
6972,Seegehalli,3 Bedroom,3000.0,4.0,235.0,3
6973,Tumkur Road,3 BHK,1459.0,2.0,95.0,3
6974,Yelahanka,3 BHK,1711.0,3.0,85.61,3
6975,Hoodi,2 BHK,1250.0,2.0,98.0,2
6976,Chandapura,1 BHK,645.0,1.0,16.45,1
6977,Anandapura,2 Bedroom,875.0,2.0,57.0,2
6978,Ramamurthy Nagar,2 BHK,1334.0,2.0,67.0,2
6979,Huskur,2 BHK,1140.0,2.0,32.92,2
6980,Sarjapur  Road,2 BHK,1115.0,2.0,50.0,2
6981,Amruthahalli,3 Bedroom,1200.0,5.0,200.0,3
6982,Rajaji Nagar,3 BHK,1776.0,3.0,190.0,3
6983,Thigalarapalya,3 BHK,2072.0,4.0,160.0,3
6984,Kundalahalli,3 Bedroom,1600.0,3.0,170.0,3
6985,Lakshmi Layout,6 Bedroom,1200.0,4.0,115.0,6
6986,Kengeri Satellite Town,2 BHK,920.0,2.0,39.0,2
6987,Chandapura,2 BHK,778.0,2.0,25.29,2
6988,Nagasandra,4 Bedroom,1310.0,3.0,95.0,4
6989,Electronic City,3 BHK,1631.0,3.0,80.0,3
6990,Kanakpura Road,1 BHK,525.0,1.0,27.5,1
6991,Jalahalli,3 BHK,1395.0,3.0,82.0,3
6992,Devi Nagar,3 BHK,2000.0,3.0,105.0,3
6993,Hennur Road,2 BHK,1232.0,2.0,66.0,2
6994,Virupakshapura,2 BHK,1075.0,2.0,55.0,2
6995,Gubbalala,2 BHK,1205.0,2.0,70.0,2
6996,Muthyala Nagar,4 Bedroom,1200.0,4.0,165.0,4
6997,Rajiv Nagar,4 BHK,2340.0,5.0,129.0,4
6998,Rayasandra,3 BHK,1179.0,2.0,55.0,3
6999,Kodigehaali,2 BHK,1013.0,2.0,51.0,2
7000,Uttarahalli,2 BHK,1160.0,2.0,40.6,2
7001,Thyagaraja Nagar,8 Bedroom,,6.0,290.0,8
7002,7th Phase JP Nagar,2 BHK,1200.0,2.0,62.5,2
7003,Nrupathunga Nagar,7 Bedroom,1200.0,5.0,80.0,7
7004,Uttarahalli,3 BHK,1255.0,2.0,50.19,3
7005,Richmond Town,3 BHK,1100.0,2.0,145.0,3
7006,Samethanahalli,2 BHK,1069.0,2.0,55.0,2
7007,Kyalasanahalli,3 Bedroom,1200.0,3.0,99.0,3
7008,Kudlu Gate,1 BHK,1400.0,1.0,285.0,1
7009,Marathahalli,2 BHK,1065.0,2.0,55.0,2
7010,Lakshminarayana Pura,2 BHK,1395.0,2.0,75.0,2
7011,Hebbal Kempapura,3 BHK,1725.0,2.0,165.0,3
7012,Coconut Grove Layout,2 BHK,1007.0,2.0,43.0,2
7013,Kengeri,3 BHK,1436.0,2.0,55.0,3
7014,Amrita Nagar,6 BHK,4250.0,6.0,150.0,6
7015,Hebbal,3 BHK,1645.0,3.0,117.0,3
7016,Kengeri,2 Bedroom,1200.0,2.0,58.0,2
7017,Mysore Road,2 BHK,940.0,2.0,43.61,2
7018,KR Puram,6 Bedroom,4300.0,6.0,175.0,6
7019,Hebbal,3 BHK,2850.0,5.0,343.0,3
7020,Indira Nagar,3 BHK,1740.0,3.0,191.0,3
7021,Haralur Road,2 BHK,1194.0,2.0,47.0,2
7022,Sadashiva Nagar,3 BHK,3761.0,3.0,650.0,3
7023,Dodda Nekkundi,3 BHK,1829.0,3.0,125.0,3
7024,Whitefield,4 Bedroom,1800.0,4.0,178.0,4
7025,Austin Town,2 BHK,1000.0,2.0,60.0,2
7026,Venkatapura,3 Bedroom,5720.0,3.0,350.0,3
7027,Vignana Nagar,5 Bedroom,800.0,4.0,98.0,5
7028,Kadabagere,2 BHK,675.0,1.0,15.0,2
7029,Hebbal,2 BHK,1390.0,2.0,95.0,2
7030,Lakshminarayana Pura,3 BHK,1500.0,3.0,104.0,3
7031,Vijayanagar,3 BHK,2047.0,3.0,136.0,3
7032,Jakkur,2 BHK,1202.0,2.0,79.0,2
7033,Kodbisanhalli,2 BHK,1012.0,2.0,59.0,2
7034,Gunjur,3 BHK,2132.0,3.0,80.0,3
7035,Raja Rajeshwari Nagar,4 Bedroom,1350.0,4.0,340.0,4
7036,Whitefield,1 BHK,605.0,1.0,40.0,1
7037,Harlur,2 BHK,1331.0,2.0,88.0,2
7038,Margondanahalli,2 Bedroom,1200.0,2.0,69.0,2
7039,Kumara Park,2 BHK,1150.0,2.0,250.0,2
7040,Sahakara Nagar,2 Bedroom,1200.0,2.0,136.0,2
7041,Anand Nagar,2 Bedroom,1800.0,2.0,300.0,2
7042,Kammanahalli,3 Bedroom,600.0,2.0,50.0,3
7043,Akshaya Vana,3 BHK,1280.0,2.0,49.0,3
7044,Balagere,2 BHK,1007.0,2.0,62.0,2
7045,Thanisandra,3 BHK,1370.0,2.0,61.0,3
7046,Kalkere,2 BHK,925.0,2.0,35.0,2
7047,TC Palaya,2 BHK,1500.0,2.0,75.0,2
7048,Attibele,1 BHK,450.0,1.0,12.5,1
7049,Peenya,4 Bedroom,1200.0,4.0,140.0,4
7050,Hennur Road,2 BHK,1341.0,2.0,95.0,2
7051,2nd Phase Judicial Layout,3 BHK,1350.0,2.0,47.25,3
7052,Tumkur Road,2 BHK,992.0,2.0,60.0,2
7053,Uttarahalli,2 BHK,1163.0,2.0,68.0,2
7054,Sarjapur  Road,2 BHK,1229.0,2.0,70.0,2
7055,Gowdanapalya,2 Bedroom,600.0,2.0,39.0,2
7056,Electronic City Phase II,2 BHK,1219.0,2.0,61.26,2
7057,Raja Rajeshwari Nagar,3 BHK,1525.0,2.0,99.13,3
7058,Kasavanhalli,2 BHK,1147.0,2.0,60.0,2
7059,Akshaya Nagar,3 BHK,1412.0,2.0,88.0,3
7060,Munnekollal,9 Bedroom,1200.0,9.0,215.0,9
7061,Sarjapur  Road,2 BHK,1044.0,2.0,34.77,2
7062,Nagarbhavi,2 BHK,1190.0,2.0,63.0,2
7063,Nagadevanahalli,3 BHK,1240.0,2.0,65.0,3
7064,Jigani,3 BHK,1352.0,3.0,65.0,3
7065,Ashwathnagar,2 BHK,1100.0,2.0,55.0,2
7066,Uttarahalli,3 BHK,1330.0,2.0,39.9,3
7067,RR Layout,3 BHK,1700.0,3.0,111.0,3
7068,Electronic City,2 BHK,1355.0,2.0,67.0,2
7069,Ramamurthy Nagar,2 BHK,1200.0,2.0,46.0,2
7070,Kengeri,1 BHK,400.0,2.0,25.0,1
7071,Sarjapur  Road,2 BHK,1342.0,2.0,70.0,2
7072,Begur Road,3 BHK,1615.0,3.0,50.87,3
7073,Vinayaka Nagar,2 BHK,1340.0,2.0,65.0,2
7074,Jakkuru Layout,2 BHK,1200.0,2.0,54.0,2
7075,Yeshwanthpur,1 Bedroom,400.0,1.0,55.0,1
7076,Devanahalli,2 BHK,1080.0,2.0,52.0,2
7077,Gollahalli,2 BHK,1600.0,2.0,31.0,2
7078,Electronic City,2 BHK,1200.0,2.0,34.0,2
7079,Hennur Road,3 Bedroom,2700.0,3.0,150.0,3
7080,Billapura,3 Bedroom,1780.0,3.0,110.0,3
7081,Amruthahalli,3 BHK,1605.0,3.0,65.0,3
7082,Ulsoor,4 BHK,7200.0,5.0,1584.0,4
7083,Doddabommasandra,3 Bedroom,646.0,2.0,65.0,3
7084,Kammanahalli,2 BHK,1200.0,2.0,80.0,2
7085,Margondanahalli,2 Bedroom,900.0,2.0,49.0,2
7086,Sarjapur,3 Bedroom,1830.0,3.0,88.0,3
7087,Vishwapriya Layout,5 Bedroom,690.0,4.0,83.0,5
7088,Srirampuram,1 BHK,650.0,1.0,500.0,1
7089,MS Pallya,5 Bedroom,1800.0,4.0,68.0,5
7090,Chandapura,3 BHK,715.0,2.0,32.0,3
7091,Chandapura,3 BHK,1230.0,2.0,31.37,3
7092,Uttarahalli,2 BHK,1065.0,2.0,42.59,2
7093,2nd Phase JP Nagar,8 Bedroom,1350.0,8.0,185.0,8
7094,Srinagar,3 Bedroom,1080.0,3.0,149.0,3
7095,KHB Colony Extension,3 BHK,900.0,2.0,65.0,3
7096,Devasthanagalu,2 BHK,946.0,2.0,45.0,2
7097,Laggere,1 BHK,1500.0,1.0,60.0,1
7098,Sarjapur  Road,3 BHK,1711.0,3.0,110.0,3
7099,Attur Layout,4 Bedroom,1200.0,3.0,160.0,4
7100,Chandapura,2 BHK,950.0,2.0,25.65,2
7101,Kudlu Gate,3 BHK,1656.0,3.0,80.0,3
7102,Uttarahalli,2 BHK,1075.0,2.0,46.76,2
7103,Harlur,3 BHK,1752.12,3.0,133.0,3
7104,Hebbal,8 Bedroom,6000.0,8.0,220.0,8
7105,Kaverappa Layout,3 BHK,1540.0,3.0,85.0,3
7106,6th Phase JP Nagar,4 Bedroom,600.0,4.0,125.0,4
7107,LB Shastri Nagar,1 BHK,665.0,1.0,32.0,1
7108,Sector 2 HSR Layout,3 BHK,1665.0,3.0,110.0,3
7109,Electronics City Phase 1,2 BHK,1145.0,2.0,54.0,2
7110,Whitefield,2 BHK,1185.0,2.0,41.0,2
7111,2nd Phase JP Nagar,3 Bedroom,1200.0,3.0,190.0,3
7112,Marathahalli,3 BHK,1693.0,3.0,125.0,3
7113,Dollars Layout,3 BHK,2456.0,3.0,220.0,3
7114,Rajaji Nagar,3 BHK,2559.0,3.0,403.0,3
7115,Uttarahalli,2 BHK,1155.0,2.0,40.6,2
7116,Divya Unnathi Layout,3 BHK,1610.0,2.0,64.4,3
7117,Whitefield,3 Bedroom,1200.0,3.0,56.58,3
7118,Anjana Nagar,2 Bedroom,1530.0,2.0,185.0,2
7119,EPIP Zone,3 BHK,1709.0,3.0,80.0,3
7120,Amruthahalli,4 Bedroom,600.0,4.0,60.0,4
7121,Brookefield,8 Bedroom,2700.0,8.0,290.0,8
7122,Subramanya Nagar,1 Bedroom,840.0,1.0,150.0,1
7123,Gottigere,3 BHK,1400.0,2.0,50.0,3
7124,KR Puram,2 BHK,1200.0,2.0,42.0,2
7125,Janatha Colony,3 BHK,1439.0,3.0,57.23,3
7126,Kasavanhalli,2 BHK,1375.0,2.0,72.0,2
7127,BTM 2nd Stage,5 Bedroom,2990.0,5.0,416.0,5
7128,Vijayanagar,3 BHK,1200.0,2.0,75.0,3
7129,Yelahanka,2 BHK,1315.0,2.0,75.0,2
7130,Dommasandra,2 Bedroom,1500.0,2.0,40.0,2
7131,Yelahanka,6 Bedroom,3600.0,6.0,200.0,6
7132,Vijayanagar,2 BHK,1178.0,2.0,82.0,2
7133,Bannerghatta Road,3 BHK,1430.0,3.0,59.0,3
7134,Mahadevpura,3 BHK,1400.0,2.0,65.8,3
7135,Thanisandra,2 BHK,1093.0,2.0,72.0,2
7136,Horamavu Banaswadi,2 BHK,1200.0,2.0,45.0,2
7137,Magadi Road,5 Bedroom,5000.0,6.0,360.0,5
7138,1st Block Jayanagar,3 BHK,1200.0,2.0,130.0,3
7139,Whitefield,3 BHK,2210.0,3.0,156.0,3
7140,Uttarahalli,2 BHK,1150.0,2.0,70.0,2
7141,Silk Board,3 BHK,1435.0,2.0,60.0,3
7142,Mathikere,4 Bedroom,600.0,3.0,100.0,4
7143,Whitefield,2 BHK,1173.0,2.0,78.2,2
7144,Thanisandra,2 BHK,1140.0,2.0,39.0,2
7145,Jakkur Plantation,3 BHK,1717.0,3.0,120.0,3
7146,Mallasandra,2 BHK,1325.0,2.0,65.0,2
7147,Hoodi,3 BHK,1370.0,3.0,67.0,3
7148,Electronics City Phase 1,2 BHK,1025.0,2.0,90.0,2
7149,Doddakammanahalli,3 BHK,1409.0,2.0,62.0,3
7150,Bellandur,2 BHK,1200.0,2.0,52.0,2
7151,Thanisandra,2 BHK,1200.0,2.0,53.5,2
7152,Whitefield,3 BHK,1740.0,4.0,130.0,3
7153,Hennur Road,2 BHK,1232.0,2.0,88.0,2
7154,Chandapura,2 Bedroom,1200.0,2.0,36.0,2
7155,Whitefield,4 BHK,5924.0,4.0,625.0,4
7156,Veersandra,2 BHK,1250.0,2.0,50.0,2
7157,Munivenkatppa Layout,2 BHK,1475.0,2.0,171.0,2
7158,Bommanahalli,4 BHK,2100.0,4.0,85.0,4
7159,5th Phase JP Nagar,1 BHK,552.0,1.0,23.5,1
7160,Uttarahalli,3 BHK,1065.0,2.0,42.59,3
7161,Hennur,3 Bedroom,1000.0,3.0,130.0,3
7162,Lakshmipura,2 Bedroom,1225.0,2.0,65.0,2
7163,Harsha Layout,1 BHK,650.0,1.0,16.0,1
7164,Padmanabhanagar,2 BHK,1067.0,2.0,52.0,2
7165,Sarjapur,3 BHK,1364.0,2.0,56.0,3
7166,Tata Nagar,3 BHK,1750.0,3.0,75.0,3
7167,Bannerghatta Road,2 BHK,1240.0,2.0,71.0,2
7168,Hulimavu,2 Bedroom,1200.0,2.0,75.0,2
7169,Kaggadasapura,3 BHK,1540.0,3.0,75.0,3
7170,Sathya Layout,3 BHK,1504.0,2.0,102.0,3
7171,New Thippasandra,2 BHK,1116.0,2.0,49.8,2
7172,Hennur Road,3 BHK,2365.0,4.0,175.0,3
7173,Sarjapura - Attibele Road,2 BHK,1308.0,2.0,37.0,2
7174,Vijayanagar,2 BHK,864.0,2.0,45.0,2
7175,Vidyaranyapura,5 Bedroom,1200.0,5.0,139.0,5
7176,Hoskote,3 BHK,1069.0,2.0,38.0,3
7177,Hebbal,2 BHK,1333.0,2.0,100.0,2
7178,Chennammana Kere,4 BHK,1800.0,4.0,145.0,4
7179,Devanahalli,4 Bedroom,6136.0,4.0,550.0,4
7180,Thanisandra,3 BHK,1698.0,3.0,107.0,3
7181,JP Nagar,3 BHK,1275.0,2.0,43.6,3
7182,Raja Rajeshwari Nagar,2 BHK,1060.0,2.0,48.0,2
7183,Hennur,2 BHK,1160.0,2.0,49.0,2
7184,Sarjapur  Road,3 BHK,1484.0,2.0,65.0,3
7185,Hosa Road,3 Bedroom,675.0,3.0,70.0,3
7186,BEML Layout,3 Bedroom,1200.0,5.0,325.0,3
7187,Hennur Road,2 BHK,1310.0,2.0,66.0,2
7188,Vijayanagar,6 Bedroom,1806.0,6.0,370.0,6
7189,Shanti Nagar,4 BHK,3000.0,4.0,240.0,4
7190,Varthur,3 BHK,2145.0,3.0,165.0,3
7191,Marathahalli,3 BHK,1693.0,3.0,125.0,3
7192,Jigani,3 BHK,1230.0,3.0,60.0,3
7193,Devanahalli,3 Bedroom,1200.0,3.0,145.0,3
7194,Bommasandra Industrial Area,3 BHK,1310.0,2.0,37.83,3
7195,Tigalarpalya,2 BHK,1150.0,2.0,60.0,2
7196,Munnekollal,3 BHK,1385.0,2.0,66.5,3
7197,Tumkur Road,2 BHK,1066.0,2.0,52.5,2
7198,Thanisandra,3 BHK,2293.0,3.0,80.26,3
7199,Tindlu,3 Bedroom,720.0,3.0,81.0,3
7200,2nd Block Bel Layout,3 BHK,1625.0,3.0,92.0,3
7201,Vittasandra,2 BHK,1246.0,2.0,67.4,2
7202,Vijayanagar,4 Bedroom,2100.0,6.0,252.0,4
7203,sarjapura main road,4 BHK,2400.0,4.0,250.0,4
7204,Raja Rajeshwari Nagar,6 Bedroom,3900.0,6.0,195.0,6
7205,7th Phase JP Nagar,2 BHK,1000.0,2.0,70.65,2
7206,Nagavarapalya,2 BHK,907.0,2.0,38.0,2
7207,Ulsoor,4 Bedroom,3500.0,4.0,138.0,4
7208,Varthur,3 BHK,1395.0,2.0,79.0,3
7209,Kumbena Agrahara,2 BHK,1180.0,2.0,50.0,2
7210,Banaswadi,5 Bedroom,1903.0,6.0,140.0,5
7211,Electronic City,2 BHK,1175.0,2.0,47.0,2
7212,Coconut Grove Layout,2 BHK,1272.0,2.0,51.5,2
7213,Hiremath Layout,3 BHK,1490.0,2.0,92.0,3
7214,Yeshwanthpur,2 BHK,1144.0,2.0,67.0,2
7215,Anekal - Hosur Road,4 Bedroom,2400.0,5.0,140.0,4
7216,Hormavu,2 BHK,1143.0,2.0,53.0,2
7217,Karuna Nagar,3 Bedroom,2500.0,3.0,190.0,3
7218,Whitefield,2 BHK,1216.0,2.0,75.0,2
7219,Nallurhalli,2 BHK,1044.0,2.0,60.0,2
7220,Prithvi Layout,2 BHK,1352.0,3.0,93.0,2
7221,Hennur Road,3 BHK,1552.0,3.0,75.0,3
7222,Bellandur,3 BHK,1785.0,3.0,120.0,3
7223,Pai Layout,2 BHK,810.0,2.0,34.5,2
7224,Banashankari Stage V,3 BHK,1650.0,3.0,51.98,3
7225,Akshayanagara East,3 BHK,1595.0,3.0,70.39,3
7226,Whitefield,2 BHK,1060.0,2.0,35.0,2
7227,Babusapalaya,3 BHK,1410.0,2.0,65.0,3
7228,Nagarbhavi,3 BHK,1523.0,2.0,56.0,3
7229,Kanakpura Road,3 BHK,1591.0,3.0,122.0,3
7230,Ashwath Nagar,3 BHK,1640.0,3.0,84.0,3
7231,Yelahanka New Town,1 BHK,450.0,1.0,16.0,1
7232,Bannerghatta Road,3 BHK,1305.0,2.0,60.0,3
7233,Yelahanka,3 BHK,1590.0,3.0,54.0,3
7234,Kaggadasapura,2 BHK,1240.0,2.0,45.0,2
7235,MCECHS  layout,2 BHK,1200.0,2.0,54.0,2
7236,Dodda Nekkundi,2 BHK,1100.0,2.0,41.16,2
7237,Koramangala,2 BHK,1180.0,2.0,128.0,2
7238,Sarjapur  Road,2 BHK,1115.0,2.0,50.0,2
7239,Bisuvanahalli,2 BHK,845.0,2.0,33.0,2
7240,4th Block Jayanagar,3 BHK,1567.2,2.0,190.0,3
7241,Channasandra,3 BHK,1310.0,2.0,45.0,3
7242,Yelahanka,1 Bedroom,26136.0,1.0,150.0,1
7243,Jyothi Nagar,2 BHK,959.0,2.0,42.5,2
7244,8th Phase JP Nagar,4 BHK,1200.0,4.0,140.0,4
7245,Kambipura,2 BHK,883.0,2.0,37.0,2
7246,Rachenahalli,2 BHK,1050.0,2.0,55.5,2
7247,Yelahanka,2 BHK,1390.0,2.0,70.21,2
7248,Hulimavu,2 BHK,,2.0,46.0,2
7249,Kenchenahalli,3 BHK,1280.0,2.0,69.0,3
7250,Lingarajapuram,7 Bedroom,1280.0,5.0,150.0,7
7251,Yelahanka,3 BHK,1614.0,3.0,95.0,3
7252,Kasturi Nagar,2 BHK,1000.0,2.0,58.0,2
7253,Marathahalli,2 BHK,1196.0,2.0,57.9,2
7254,Sarjapur  Road,3 BHK,1220.0,3.0,57.0,3
7255,Ambalipura,2 BHK,950.0,2.0,31.95,2
7256,Doddabommasandra,9 BHK,2400.0,8.0,325.0,9
7257,Akshaya Vana,2 BHK,1141.0,2.0,55.0,2
7258,5th Phase JP Nagar,2 BHK,1200.0,2.0,51.0,2
7259,Kasavanhalli,3 BHK,1380.0,2.0,55.0,3
7260,Doddathoguru,2 BHK,855.0,2.0,32.0,2
7261,Chandapura,1 BHK,645.0,1.0,16.45,1
7262,Chandapura,2 BHK,922.0,2.0,36.0,2
7263,Nagappa Reddy Layout,2 BHK,1200.0,2.0,43.2,2
7264,Nagadevanahalli,3 BHK,1240.0,2.0,65.0,3
7265,7th Phase JP Nagar,2 BHK,1070.0,2.0,42.0,2
7266,Rajiv Gandhi Nagar,2 BHK,1293.0,2.0,75.0,2
7267,R.T. Nagar,3 BHK,1380.0,2.0,50.0,3
7268,Yelahanka New Town,3 BHK,1599.0,3.0,80.0,3
7269,Nehru Nagar,2 BHK,967.0,2.0,41.1,2
7270,Silver Springs Layout,3 BHK,1885.0,3.0,90.0,3
7271,1st Block Koramangala,2 BHK,860.0,2.0,65.5,2
7272,Yelahanka,1 Bedroom,1075.0,1.0,19.5,1
7273,Sarjapur  Road,2 BHK,1050.0,2.0,63.5,2
7274,Marathahalli,3 BHK,1595.0,3.0,88.0,3
7275,Sarjapur  Road,2 BHK,1350.0,2.0,102.0,2
7276,Hebbal,2 BHK,1204.0,2.0,45.0,2
7277,Sarjapur  Road,4 BHK,2990.0,4.0,240.0,4
